Player,Position,Team,Opp,DPA Avg,FPTS Avg,PASS_TD Avg,PASS_YDS Avg,PASS_ATT Avg,PASS_CMP Avg,INT Avg,RUSH_TD Avg,RUSH_YDS Avg,RUSH_ATT Avg,REC_TD Avg,REC_YDS Avg,REC Avg,ANYTIME_TD Avg,SACK Avg,DraftKings,FanDuel,PrizePicks,Underdog,Fav,Spread,O/U,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Player Salary,Player Image,Tournament,Game Start Time
Max Dowling,TE,MASS,RUT,,5.4,,,,,,0.02,0.97,0.35,0.21,16.82,2.28,0.5,,5.439,4.299,5.439,5.439,,,,,,,,,,,,
Alex Godavitarne,TE,UCONN,MD,,5.34,,,,,,0,0,0,0.15,24.06,2.08,0.16,,5.386,4.346,5.386,5.386,,,,,,,,,,,,
Ka'Morreun Pimpton,TE,TCU,UNC,0,5.28,,,,,,0,0,0,0.2,26.65,1.94,0.07,,5.805,4.835,5.805,5.805,,,,,,,,,,,,
LaKelsey Johnson Jr.,TE,LIBERTY,JMU,,5.27,,,,,,0,0,0,0.2,20.77,1.96,0.5,,5.237,4.257,5.237,5.237,,,,,,,,,,,,
Cole Rusk,TE,ARIZONA,NOARI,,5.24,,,,,,0,0,0,0.2,26.09,1.59,0.39,,5.399,4.604,5.399,5.399,,,,,,,,,,,,
Tyler Fortenberry,TE,IOWASTATE,SEMO,,5.21,,,,,,0,0,0,0.3,22.44,0.86,0.19,,4.904,4.474,4.904,4.904,,,,,,,,,,,,
Cole Keller,TE,JMU,LIB,,5.17,,,,,,0.05,0,0,0.22,22.25,1.65,0.5,,5.495,4.67,5.495,5.495,,,,,,,,,,,,
Andrew Metzger,TE,OHIO,NEB,,5.17,,,,,,,,,0.21,19.19,1.94,0.5,,5.119,4.149,5.119,5.119,,,,,,,,,,,,
Rod Gibbs,TE,SOUTHALABAMA,SELA,,5.16,,,,,,0,0,0,0.3,18.82,1.67,0.19,,5.352,4.517,5.352,5.352,,,,,,,,,,,,
Jackson Verdugo,TE,FIU,USF,,5.15,,,,,,0.05,0,0,0.24,23.43,1.45,0.5,,5.533,4.808,5.533,5.533,,,,,,,,,,,,
Christian Ross,TE,MIAOH,PITT,,5.15,,,,,,0.05,0,0,0.27,22.02,1.54,0.5,,5.662,4.892,5.662,5.662,,,,,,,,,,,,
Luke Gilbert,TE,JAXST,EASTKY,,5.1,,,,,,0,0,0,0.18,24.33,1.57,0.09,,5.083,4.298,5.083,5.083,,,,,,,,,,,,
Kameron Anthony,TE,RUTG,,,5.09,,,,,,,,,0.26,18.5,1.68,0.26,,5.09,4.25,5.09,5.09,,,,,,,,,,,,
Pierce Walsh,TE,MINNESOTA,EASTIL,,4.96,,,,,,0,0,0,0.11,19.94,2.33,0.05,,4.984,3.819,4.984,4.984,,,,,,,,,,,,
Bryce Anderson,TE,LOUISIANAMONROE,MSST,,4.9,,,,,,0,0,0,0.15,18.15,2.12,0.11,,4.835,3.775,4.835,4.835,,,,,,,,,,,,
Charlie Williams,TE,COLO,WEB,,4.9,,,,,,0,0,0,0.17,20.99,1.77,0.19,,4.889,4.004,4.889,4.889,,,,,,,,,,,,
David Alpers III,TE,JAXST,OHIO,,4.86,,,,,,0,0,0,0.11,21.08,2.08,0.13,,4.848,3.808,4.848,4.848,,,,,,,,,,,,
Brandon Young Jr.,TE,UTSA,UTRGV,,4.85,,,,,,0,0,0,0.15,23.97,1.4,0.33,,4.697,3.997,4.697,4.697,,,,,,,,,,,,
Mikkel Skinner,TE,KENTUCKY,YSU,,4.84,,,,,,0,0,0,0.12,21.09,2.01,0.12,,4.839,3.834,4.839,4.839,,,,,,,,,,,,
George Burhenn,TE,PURDUE,INST,,4.84,,,,,,0,0,0,0.11,24.55,2.19,0.15,,5.305,4.21,5.305,5.305,,,,,,,,,,,,
Leon Haughton Jr.,TE,OLDDOMINION,NOR,,4.84,,,,,,0,0,0,0.24,21.49,1.61,0.21,,5.199,4.394,5.199,5.199,,,,,,,,,,,,
Ethan Davis,TE,TENNESSEE,FURMAN,,4.78,,,,,,0,0,0,0.21,18.24,1.67,0.31,,4.754,3.919,4.754,4.754,,,,,,,,,,,,
Nick Townsend,TE,TEX,TXST,,4.75,,,,,,0.47,1.13,0.11,0.04,8.18,0.78,0.08,,4.771,4.381,4.771,4.771,,,,,,,,,,,,
Hunter Provience,TE,NCST,UVA,0,4.75,,,,,,0,0,0,0.12,25.02,1.28,0.02,,4.502,3.862,4.502,4.502,,,,,,,,,,,,
Elija Lofton,TE,MIA,STNFRD,,4.73,,,,,,0.03,1.07,0.05,0.23,20.27,1.29,0.23,,4.984,4.339,4.984,4.984,,,,,,,,,,,,
Kamaehu Kopa-Kaawalauole,TE,SJST,USC,0,4.69,,,,,,0,0,0,0.21,23.38,1.6,0.13,,5.198,4.398,5.198,5.198,,,,,,,,,,,,
Devon Tauaefa,TE,HAWAII,STNFRD,0,4.67,,,,,,0,0,0,0.13,24.95,1.36,0.12,,4.635,3.955,4.635,4.635,,,,,,,,,,,,
Mason Williams,TE,OSU,BALLST,,4.64,,,,,,0.05,0,0,0.24,19.86,1.31,0.5,,5.036,4.381,5.036,5.036,,,,,,,,,,,,
Cooper Flanagan,TE,ND,WISC,,5.215,,,,,,0.05,0,0,0.15,19,2.115,0.5,,5.215,4.1575,5.215,5.215,,,,,,,,,,,,
Ismael Smith Flores,TE,ECU,ALA,,4.44,,,,,,0,0,0,0.18,17.43,1.57,0.3,,4.393,3.608,4.393,4.393,,,,,,,,,,,,
CC Ezirim,TE,WKU,NEVADA,,4.43,,,,,,0,0,0,0.15,21.08,1.75,0.21,,4.758,3.883,4.758,4.758,,,,,,,,,,,,
Lawson Luckie,TE,UGA,TENNST,,4.43,,,,,,0,0,0,0.23,20.06,0.7,0.45,,4.086,3.736,4.086,4.086,,,,,,,,,,,,
Gavin Grover,TE,CIN,BC,,4.41,,,,,,0,0,0,0.15,22.86,1.29,0.19,,4.476,3.831,4.476,4.476,,,,,,,,,,,,
Luke Dehnicke,TE,NORTHWESTERN,SDAKST,,4.41,,,,,,0,0,0,0.09,19.21,2.66,0.32,,5.121,3.791,5.121,5.121,,,,,,,,,,,,
Preston Douglas,TE,NCST,UVA,0,4.4,,,,,,0,0.15,0.07,0.16,17.84,2.21,0.01,,4.969,3.864,4.969,4.969,,,,,,,,,,,,
Reed Jesiolowski,TE,KENNESAWSTATE,WESTGA,,4.4,,,,,,,,,0.15,19.2,1.57,0.15,,4.39,3.605,4.39,4.39,,,,,,,,,,,,
Elijah Lagg,TE,PITT,MIAOH@PITT,,4.33,,,,,,0.05,0,0,0.11,14.27,1.92,0.5,,4.307,3.347,4.307,4.307,,,,,,,,,,,,
Grant Stec,TE,WISCONSIN,WESTIL,,4.26,,,,,,0,0,0,0.1,17.17,1.96,0.5,,4.277,3.297,4.277,4.277,,,,,,,,,,,,
Dorian Thomas,TE,CAL,UCLA,,4.24,,,,,,0.05,0,0,0.14,16.93,1.7,0.5,,4.533,3.683,4.533,4.533,,,,,,,,,,,,
Zach Atkins,TE,COLO,GT,,4.22,,,,,,0,0,0,0.07,20.98,2.11,0.16,,4.628,3.573,4.628,4.628,,,,,,,,,,,,
Ryan Ward,TE,WVU,COASTC,,4.2,,,,,,0,0,0,0.23,19.1,0.87,0.15,,4.16,3.725,4.16,4.16,,,,,,,,,,,,
Gabe Burkle,TE,PSU,MARSH,,4.904,,,,,,0.04,2,0,0.07,20.94,1.95,0.11,,4.904,3.929,4.904,4.904,,,,,,,,,,,,
David Clement,TE,SYRACUSE,UNH,,4.11,,,,,,0,0,0,0.09,19.27,2.08,0.08,,4.547,3.507,4.547,4.547,,,,,,,,,,,,
Gus McGee,TE,UNCCHARLOTTE,CIT,,4.11,,,,,,0,0,0,0.17,18.64,1.38,0.1,,4.264,3.574,4.264,4.264,,,,,,,,,,,,
James Falk,TE,RICE,RICE@ND,,4.09,,,,,,,,,0.11,23.99,1.73,0.06,,4.789,3.924,4.789,4.789,,,,,,,,,,,,
Tony Livingston,TE,BAY,AUB,,4.08,,,,,,0.05,0,0,0.13,22.44,0.96,0.5,,4.284,3.804,4.284,4.284,,,,,,,,,,,,
Gerard Bullock Jr.,TE,KENNESAWSTATE,WESTGA,,4.07,,,,,,0,0,0,0.09,19.29,1.73,0.13,,4.199,3.334,4.199,4.199,,,,,,,,,,,,
Carson Kolb,TE,OKST,ORE,,4.04,,,,,,0.05,0,0,0.21,15.52,1.21,0.5,,4.322,3.717,4.322,4.322,,,,,,,,,,,,
Alexander Honig,TE,NORTHWESTERN,SDAKST,,4,,,,,,0.02,2,0,0.07,23.54,1.31,0.13,,4.404,3.749,4.404,4.404,,,,,,,,,,,,
Kyle Frendt,TE,WYO,CSU,,3.99,,,,,,0.05,0,0,0.14,15.47,1.61,0.5,,4.297,3.492,4.297,4.297,,,,,,,,,,,,
Luke Harpring,TE,FLA,FLAATL,,3.98,,,,,,0,0,0,0.07,14.5,1.72,0.09,,3.59,2.73,3.59,3.59,,,,,,,,,,,,
Jackson Worley,TE,TROY,SAMHOU,,3.97,,,,,,0.05,0,0,0.11,18.98,1.47,0.5,,4.328,3.593,4.328,4.328,,,,,,,,,,,,
Tyler Little,TE,ARST,MEMP,,3.93,,,,,,0.05,0,0,0.1,23.85,0.35,0.5,,3.635,3.46,3.635,3.635,,,,,,,,,,,,
Hogan Hansen,TE,MICH,WESTMI,,3.92,,,,,,0.05,0,0,0.11,21.31,1.21,0.5,,4.301,3.696,4.301,4.301,,,,,,,,,,,,
Zack Marshall,TE,MICH,WESTMI,,3.91,,,,,,0,0,0,0.29,15.41,0.52,0.41,,3.801,3.541,3.801,3.801,,,,,,,,,,,,
Wesley Campbell VI,TE,GAST,GAST@KENSAW,,3.91,,,,,,,,,0.07,16.99,1.82,0.09,,3.939,3.029,3.939,3.939,,,,,,,,,,,,
Tayvion Galloway,TE,MIDDLETENNST,MUR,,3.87,,,,,,0,0,0,0.08,20.91,1.14,0.12,,3.711,3.141,3.711,3.711,,,,,,,,,,,,
Michael Masunas,TE,TEX,TXST,,3.84,,,,,,0,0,0,0.19,17.71,0.86,0.41,,3.771,3.341,3.771,3.771,,,,,,,,,,,,
Carson Bruhn,TE,KANSAS,LIU,,3.83,,,,,,0,0,0,0.11,10.16666667,1.44,0.3,,3.116666667,2.396666667,3.116666667,3.116666667,,,,,,,,,,,,
Xavier Watson,TE,CONN,MD,,3.81,,,,,,0,0,0,0.12,15.99,1.52,0.1,,3.839,3.079,3.839,3.839,,,,,,,,,,,,
Houston Thomas,TE,TXAM,MOSTU,,3.79,,,,,,0,0,0,0.12,20.47,0.8,0.23,,3.567,3.167,3.567,3.567,,,,,,,,,,,,
Trevor Wilson,TE,BUFFALO,ALBANY,,3.77,,,,,,0,0,0,0.06,16.48,1.79,0.06,,3.798,2.903,3.798,3.798,,,,,,,,,,,,
AJ Miller,TE,OHIO,JAXST,,3.76,,,,,,0,0,0,0.15,13.59,1.47,0.5,,3.729,2.994,3.729,3.729,,,,,,,,,,,,
AJ Ia,TE,ARIZONASTATE,MORGST,,3.75,,,,,,0,0,0,0.14,13.5,1.52,0.21,,3.71,2.95,3.71,3.71,,,,,,,,,,,,
Nate Roberts,TE,OSU,BALLST,,3.73,,,,,,0.08,1.35,0.08,0.05,18.96,1.32,0.5,,4.131,3.471,4.131,4.131,,,,,,,,,,,,
Adam Parks,TE,WMU,MICH,,3.72,,,,,,0,0,0,0.14,12.82,1.61,0.11,,3.732,2.927,3.732,3.732,,,,,,,,,,,,
Richie Anderson III,TE,TXAM,MOST@TXAM,,3.69,,,,,,,,,0.03,21.01,2,0.02,,4.281,3.281,4.281,4.281,,,,,,,,,,,,
Kamrean Johnson,TE,WAKE,AKR,,3.68,,,,,,0.05,0,0,0.06,19.85,1.29,0.5,,3.935,3.29,3.935,3.935,,,,,,,,,,,,
Blake Smith,TE,TXST,TEX,,3.68,,,,,,0.05,0,0,0.11,16.84,1.69,0.5,,4.334,3.489,4.334,4.334,,,,,,,,,,,,
Christian Bentancur,TE,CLEM,LSU,,3.66,,,,,,0.05,0,0,0.15,14.01,1.67,0.5,,4.271,3.436,4.271,4.271,,,,,,,,,,,,
Luke Hasz,TE,MISS,LOU,,3.66,,,,,,0.05,0,0,0.07,19.86,1.29,0.5,,3.996,3.351,3.996,3.996,,,,,,,,,,,,
Micah Riley,TE,TXAM,MOSTU,,3.63,,,,,,0,0,0,0.14,12.95,1.48,0.09,,3.615,2.875,3.615,3.615,,,,,,,,,,,,
Zach Courtney,TE,CCAR,WVU,,3.6,,,,,,0,0,0,0.1,21.72,0.32,0.25,,3.092,2.932,3.092,3.092,,,,,,,,,,,,
Shamar Easter,TE,UNC,TCU,0,4.379,,,,,,,,,0.06,21.99,1.82,0.05,,4.379,3.469,4.379,4.379,,,,,,,,,,,,
Nate Kurisky,TE,DUKE,TULANE@DUKE,,3.57,,,,,,0.05,,,0.26,14,1,0.5,,4.26,3.76,4.26,4.26,,,,,,,,,,,,
Jack Pedersen,TE,WASHST,WASHST@WASH,,3.56,,,,,,0,0,0,0.12,13.81,1.5,0.06,,3.601,2.851,3.601,3.601,,,,,,,,,,,,
Simon Kibbee,TE,AIRFORCE,DUQ,,3.55,,,,,,,,,0.2,16.61,0.7,0.23,,3.561,3.211,3.561,3.561,,,,,,,,,,,,
Reece Adkins,TE,MASSACHUSETTS,RUT,,3.54,,,,,,0.01,0.17,0.08,0.14,11.57,1.53,0.12,,3.604,2.839,3.604,3.604,,,,,,,,,,,,
Elyiss Williams,TE,UGA,WKY@UGA,,3.54,,,,,,0.05,,,0.08,14,1.36,0.5,,3.54,2.86,3.54,3.54,,,,,,,,,,,,
Antonio Ferguson,TE,UAB,ILL,,3.53,,,,,,0,0,0,0.13,20.08,0.46,0.21,,3.248,3.018,3.248,3.248,,,,,,,,,,,,
Cyrus Ellison,TE,CSTCAR,CSTCAR@WVU,,3.49,,,,,,0,0,0,0.1,17.55,1.84,0.05,,4.195,3.275,4.195,4.195,,,,,,,,,,,,
Dillon Galloway,TE,APPALACHIANSTATE,MAINE,,3.48,,,,,,0,0,0,0.08,17.53,1.23,0.18,,3.463,2.848,3.463,3.463,,,,,,,,,,,,
Cash Cheeks,TE,UTEP,OKLA,,3.48,,,,,,0,0,0,0.14,13.7,1.25,0.5,,3.46,2.835,3.46,3.46,,,,,,,,,,,,
Brock Chappell,TE,UL,UL@USC,,3.45,,,,,,,,,0.21,15,1.18,0.11,,3.94,3.35,3.94,3.94,,,,,,,,,,,,
Logan Blake,TE,RUTG,MASS,,3.41,,,,,,0.05,0,0,0.06,18.18,1.23,0.5,,3.708,3.093,3.708,3.708,,,,,,,,,,,,
Max Whisner,TE,SAMHOUSTON,TROY,,3.41,,,,,,0,0,0,0.03,14.14,1.74,0.01,,3.334,2.464,3.334,3.334,,,,,,,,,,,,
Conner Cravaack,TE,AKR,WAKE,,3.34,,,,,,0.05,0,0,0.13,15.43,0.71,0.5,,3.333,2.978,3.333,3.333,,,,,,,,,,,,
Jaden Reddell,TE,GEORGIA,TENNST,,3.33,,,,,,0,0,0,0.11,14.08,1.95,0.1,,4.018,3.043,4.018,4.018,,,,,,,,,,,,
Dakota Twitty,TE,UVA,NCST,,3.32,,,,,,0,0,0,0.07,19.7,0.6,0.09,,2.99,2.69,2.99,2.99,,,,,,,,,,,,
Glen Weber,TE,NORTHERNILLINOIS,IOWA,,3.3,,,,,,0,0,0,0.12,10.2,1.56,0.5,,3.3,2.52,3.3,3.3,,,,,,,,,,,,
Jabari Bush,TE,ARST,MEMP,,3.3,,,,,,0.05,0,0,0.08,15.23,1.65,0.5,,3.953,3.128,3.953,3.953,,,,,,,,,,,,
James Flanigan,TE,ND,RICE,,3.25,,,,,,0.01,0,0,0.15,9.78,1.33,0.12,,3.268,2.603,3.268,3.268,,,,,,,,,,,,
Ty Washington,TE,ND,RICE@ND,,3.25,,,,,,,,,0.3,10,1,0.34,,3.8,3.3,3.8,3.8,,,,,,,,,,,,
Theo Melin Ohrstrom,TE,SMU,FSU,,3.25,,,,,,0.05,0,0,0.12,15.89,0.91,0.5,,3.519,3.064,3.519,3.519,,,,,,,,,,,,
Kaden Helms,TE,MINNESOTA,EASTIL,,3.23,,,,,,0,0,0,0.14,15.13,0.72,0.38,,3.073,2.713,3.073,3.073,,,,,,,,,,,,
Amir Jackson,TE,FLA,AUB,,3.23,,,,,,0.05,0,0,0.28,6.55,0.62,0.5,,3.255,2.945,3.255,3.255,,,,,,,,,,,,
Riley Williams,TE,MSST,ULMON,,3.19,,,,,,0,0,0,0.1,17.14,0.81,0.13,,3.124,2.719,3.124,3.124,,,,,,,,,,,,
Brock Lium,TE,FRESNOSTATE,USC,,3.19,,,,,,0,0,0,0.05,19.12,0.94,0.07,,3.152,2.682,3.152,3.152,,,,,,,,,,,,
Brayden Loftin,TE,UCLA,CAL,,3.19,,,,,,0.05,0,0,0.13,16.16,0.44,0.5,,3.136,2.916,3.136,3.136,,,,,,,,,,,,
Jalen Hoffman,TE,MICH,,,3.16,,,,,,0.01,,,0.11,9.5,1.49,0.12,,3.16,2.415,3.16,3.16,,,,,,,,,,,,
Desirrio Riles,TE,FSU,NMEXST,0,3.15,,,,,,0,0,0,0.04,6.984,0.83,0.07,,1.7684,1.3534,1.7684,1.7684,,,,,,,,,,,,
Roger Saleapaga II,TE,BYU,UTAHTE,,3.11,,,,,,0.02,2,0,0.1,13.61,1.54,0.15,,3.821,3.051,3.821,3.821,,,,,,,,,,,,
Micah Riley-Ducker,TE,TXAM,MOST@TXAM,,3.08,,,,,,,,,0.24,11,1.09,0.29,,3.63,3.085,3.63,3.63,,,,,,,,,,,,
Kaiden Prothro,TE,GEORGIA,TENNST,,3.07,,,,,,0,0.34,0.07,0.11,12.26,1.08,0.08,,3,2.46,3,3,,,,,,,,,,,,
Leo Collins,TE,BALLSTATE,OSU,,3.07,,,,,,0,0,0,0.17,11.66,0.86,0.18,,3.046,2.616,3.046,3.046,,,,,,,,,,,,
Jacob Newell,TE,TOLEDO,TOLEDO@MICHST,,3.06,,,,,,,,,0.07,17.99,1.27,0.04,,3.489,2.854,3.489,3.489,,,,,,,,,,,,
Sam West,TE,MSST,ULMON,,3,,,,,,0,0,0,0.19,11.78,0.97,0.26,,3.288,2.803,3.288,3.288,,,,,,,,,,,,
Will Loerzel,TE,WAKE,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Davin Stoffel,TE,ILL,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Carson Gulker,TE,MSU,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Marshall Pritchett,TE,ALA,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Carter Nelson,TE,NEB,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Luke Sorensen,TE,NEB,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Riley Palmeter,TE,OHIO,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
PJ MacFarlane,TE,IND,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Josh Sapp,TE,WVU,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Max Drag,TE,SCAR,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Mike Tyler,TE,SCAR,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Jonathan Echols,TE,AUB,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Devyn Zahursky,TE,CIN,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Kaelan Chudzinski,TE,BC,CIN,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Dawson Johnson,TE,TULN,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Ty Thompson,TE,TULN,DUKE,,3,,,,,,0.05,0,0,0.45,0,0,0.5,,3,3,3,3,,,,,,,,,,,,
A.J. Pugliano,TE,ORE,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Markus Dixon,TE,ORE,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Kendre Harrison,TE,ORE,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Thomas Meyer,TE,IOWA,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Mason Brown,TE,ECU,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Walter Matthews,TE,USC,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Lyviel Waters,TE,CIN,,,3,,,,,,0.05,,,0.45,,,0.5,,3,3,3,3,,,,,,,,,,,,
Olsen Patt-Henry,TE,CLEM,LSU,,2.99,,,,,,0.05,0,0,0.05,13.86,1.27,0.5,,3.256,2.621,3.256,3.256,,,,,,,,,,,,
Jaden Allen,TE,CENTRALMICHIGAN,NM,,2.94,,,,,,,,,0.14,9.61,1.12,0.14,,2.921,2.361,2.921,2.921,,,,,,,,,,,,
Dillon Hipp,TE,MOST,MOST@TXAM,,2.92,,,,,,0,0,0,0.06,13.76,1.77,0.01,,3.506,2.621,3.506,3.506,,,,,,,,,,,,
Addison Ostrenga,TE,IOWA,NIU,,2.91,,,,,,0.07,3,0,0.06,11.12,1.28,0.5,,3.472,2.832,3.472,3.472,,,,,,,,,,,,
Brennan Parachek,TE,MSU,TOL,,2.88,,,,,,0.05,0,0,0.1,10.88,1.2,0.5,,3.188,2.588,3.188,3.188,,,,,,,,,,,,
Jeremiah Beck,TE,SOUTHERNMISS,ALC,,2.87,,,,,,0,0,0,0.12,11.27,1.02,0.18,,2.867,2.357,2.867,2.867,,,,,,,,,,,,
Collin Remenowsky,TE,UTAHSTATE,UW,,2.86,,,,,,0,0,0,0.07,12.05,1.27,0.09,,2.895,2.26,2.895,2.895,,,,,,,,,,,,
Brock Schott,TE,IND,UNT,,2.85,,,,,,0.05,0,0,0.08,14.59,1.28,0.5,,3.519,2.879,3.519,3.519,,,,,,,,,,,,
Carson Kent,TE,PITT,MIAOH@PITT,,2.81,,,,,,0,0,0,0.09,12.54,1.5,0.21,,3.294,2.544,3.294,3.294,,,,,,,,,,,,
Henry Boyer,TE,KENTUCKY,YSU,,2.76,,,,,,0,0,0,0.05,15.17,1.5,0.04,,3.317,2.567,3.317,3.317,,,,,,,,,,,,
Kache Kaio,TE,UTAHSTATE,IDAST,,2.76,,,,,,0,0,0,0.05,15.62,0.7,0.12,,2.562,2.212,2.562,2.562,,,,,,,,,,,,
Hayden Hansen,TE,OKLA,UTEP,,2.74,,,,,,0,0,0,0.04,14.63,1.11,0.38,,2.813,2.258,2.813,2.813,,,,,,,,,,,,
Khamari Anderson,TE,ARIZONASTATE,MORGST,,2.74,,,,,,0,0,0,0.04,12.702,0.72,0.3,,2.2302,1.8702,2.2302,2.2302,,,,,,,,,,,,
Noah Meyers,TE,SYRACUSE,UNH,,2.73,,,,,,0,0,0,0.16,10.43,0.86,0.28,,2.863,2.433,2.863,2.863,,,,,,,,,,,,
Taniela Tupou,TE,USC,FRES,,2.7,,,,,,0.05,0,0,0.08,13.28,0.82,0.5,,2.928,2.518,2.928,2.928,,,,,,,,,,,,
Ryan Schwendeman,TE,WISCONSIN,ND,,2.7,,,,,,,,,0.04,12.49,1.21,0.04,,2.699,2.094,2.699,2.699,,,,,,,,,,,,
Jason Fowler,TE,NORTHERNILLINOIS,IOWA,,2.69,,,,,,0,0,0,0.07,14.08,0.84,0.5,,2.668,2.248,2.668,2.668,,,,,,,,,,,,
Kaden Feagin,TE,ILL,UAB,,2.63,,,,,,0.01,1.72,0.39,0.07,11.19,0.77,0.5,,2.541,2.156,2.541,2.541,,,,,,,,,,,,
Ryder Kusch,TE,TEMPLE,URI,,2.63,,,,,,0,0,0,0.15,6.74,1.01,0.19,,2.584,2.079,2.584,2.584,,,,,,,,,,,,
Scott Moore,TE,DELAWARE,MERRIM,,2.56,,,,,,0,0,0,0.11,11.72,0.8,0.2,,2.632,2.232,2.632,2.632,,,,,,,,,,,,
Preston Howard,TE,MARYLAND,HAMP,,2.56,,,,,,0,0,0,0.05,13.98,1.15,0.05,,2.848,2.273,2.848,2.848,,,,,,,,,,,,
Matthew Klopfenstein,TE,BAY,AUB,,2.54,,,,,,0,0,0,0.1,11.32,1.29,0.21,,3.022,2.377,3.022,3.022,,,,,,,,,,,,
Luke McGary,TE,HOU,ORST,,2.53,,,,,,0,0,0,0.06,13.55,0.61,0.07,,2.325,2.02,2.325,2.325,,,,,,,,,,,,
Jake Appleget,TE,FRES,USC,,2.51,,,,,,0.05,0,0,0.14,9.91,0.93,0.5,,3.061,2.596,3.061,3.061,,,,,,,,,,,,
Gavin Harris,TE,GT,CU,,2.5,,,,,,0,0,0,0.11,10.89,0.81,0.51,,2.559,2.154,2.559,2.559,,,,,,,,,,,,
Tucker Ashcraft,TE,USC,SJST,0,2.49,,,,,,,,,0.15,12,1.09,0.16,,3.19,2.645,3.19,3.19,,,,,,,,,,,,
Donovan Green,TE,OKST,TLSA,,2.44,,,,,,0,0,0,0.1,8.96,0.9,0.21,,2.396,1.946,2.396,2.396,,,,,,,,,,,,
Noah Bennee,TE,UTAH,IDAHO,,2.44,,,,,,0,0,0,0.1,11.27,0.77,0.2,,2.497,2.112,2.497,2.497,,,,,,,,,,,,
Tanner Lemaster,TE,EMICH,SACST,0,2.41,,,,,,,,,0.03,15,1.45,0.04,,3.13,2.405,3.13,3.13,,,,,,,,,,,,
Luke Tevis,TE,TLSA,OKST,,2.3,,,,,,0,0,0,0.1,9.16,0.83,0.21,,2.346,1.931,2.346,2.346,,,,,,,,,,,,
Jerry Lydiatt,TE,NMEXST,FSU,0,2.29,,,,,,0,0,0,0.1,9.32,0.81,0.18,,2.342,1.937,2.342,2.342,,,,,,,,,,,,
Leyton Cure,TE,KANSAS,LIU,,2.27,,,,,,0,0,0,0.13,9.2,0.54,0.22,,2.24,1.97,2.24,2.24,,,,,,,,,,,,
Andrew Olesh,TE,ORE,BOISE,,2.26,,,,,,0.05,0,0,0.08,8.47,0.86,0.5,,2.487,2.057,2.487,2.487,,,,,,,,,,,,
Christian Abney,TE,ILL,UAB,,2.13,,,,,,0.05,0,0,0.08,7.84,0.81,0.5,,2.374,1.969,2.374,2.374,,,,,,,,,,,,
Benji Gosnell,TE,VIRGINIATECH,VMI,,2.12,,,,,,0,0,0,0.05,11.4,0.8,0.21,,2.24,1.84,2.24,2.24,,,,,,,,,,,,
Matt Ragan,TE,UCONN,LAF,,2.08,,,,,,0,0,0,0.07,8.8,0.77,0.28,,2.07,1.685,2.07,2.07,,,,,,,,,,,,
Linkon Cure,TE,KANSASSTATE,NICH,,2.06,,,,,,0,0,0,0.13,7.73,0.56,0.29,,2.113,1.833,2.113,2.113,,,,,,,,,,,,
Andrew Barker,TE,IND,HOW,,2.01,,,,,,0.05,0,0,0.08,8.14,0.7,0.5,,2.294,1.944,2.294,2.294,,,,,,,,,,,,
Jackson Ford,TE,SANDIEGOSTATE,PORST,,1.99,,,,,,0,0,0,0.04,12.09,0.42,0.02,,1.869,1.659,1.869,1.869,,,,,,,,,,,,
