Player,Position,Team,Opp,DPA Avg,FPTS Avg,PASS_TD Avg,PASS_YDS Avg,PASS_ATT Avg,PASS_CMP Avg,INT Avg,RUSH_TD Avg,RUSH_YDS Avg,RUSH_ATT Avg,REC_TD Avg,REC_YDS Avg,REC Avg,ANYTIME_TD Avg,SACK Avg,DraftKings,FanDuel,PrizePicks,Underdog,Fav,Spread,O/U,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Player Salary,Player Image,Tournament,Game Start Time
Demarcco Blanton,WR,ULM,,,0.6,,,,,,0.01,,,0.09,,,0.1,,0.6,0.6,0.6,0.6,,,,,,,,,,,,
Elijah Burress,WR,ND,,,0.6,,,,,,0.01,,,0.09,,,0.1,,0.6,0.6,0.6,0.6,,,,,,,,,,,,
Matt Jeffery,WR,ND,,,0.6,,,,,,0.01,,,0.09,,,0.1,,0.6,0.6,0.6,0.6,,,,,,,,,,,,
Jerquaden Guilford,WR,OSU,,,0.6,,,,,,0.01,,,0.09,,,0.1,,0.6,0.6,0.6,0.6,,,,,,,,,,,,
Donald Collier,WR,KU,,,0.6,,,,,,0.01,,,0.09,,,0.1,,0.6,0.6,0.6,0.6,,,,,,,,,,,,
Adonis Moise,WR,KSU,,,0.6,,,,,,0.01,,,0.09,,,0.1,,0.6,0.6,0.6,0.6,,,,,,,,,,,,
Peyton Zachary,WR,UNLV,,,0.54,,,,,,0.01,,,0.08,,,0.09,,0.54,0.54,0.54,0.54,,,,,,,,,,,,
Bryce Kania,WR,WAKE,,,0.54,,,,,,0.01,,,0.08,,,0.09,,0.54,0.54,0.54,0.54,,,,,,,,,,,,
Terrell Timmons Jr.,WR,MEMP,TIMMONSJR,,0.54,,,,,,0,0,0,0.01,3.13,0.16,0.28,,0.533,0.453,0.533,0.533,,,,,,,,,,,,
Cynai Thomas,WR,ORST,,,0.48,,,,,,0.01,,,0.07,,,0.08,,0.48,0.48,0.48,0.48,,,,,,,,,,,,
Bryce Dorsey,WR,MEMP,ARKST,,0.46,,,,,,0,0,0,0.01,2.29,0.17,0.04,,0.459,0.374,0.459,0.459,,,,,,,,,,,,
Isaiah Mizell,WR,ARIZ,,,0.42,,,,,,0.01,,,0.06,,,0.07,,0.42,0.42,0.42,0.42,,,,,,,,,,,,
Cole Boscia,WR,CAL,,,0.36,,,,,,0.01,,,0.05,,,0.06,,0.36,0.36,0.36,0.36,,,,,,,,,,,,
Juju Preston,WR,CLEM,,,0.24,,,,,,,,,0.04,,,0.04,,0.24,0.24,0.24,0.24,,,,,,,,,,,,
Max Rodarte,WR,OHIO,NEB,,3,,,,,,0.05,0,0,0.45,0,0,0.5,,3,3,3,3,,,,,,,,,,,,
Dazmin James,WR,APPALACHIANSTATE,MAINE,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Demick Starling,WR,UTAHSTATE,IDAST,,0,,,,,,0,0,0,0,0,0,0.1,,0,0,0,0,,,,,,,,,,,,
James Madison II,WR,UTSA,UTRGV,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Travis Smith Jr.,WR,TENNESSEE,FURMAN,,0,,,,,,0,0,0,0,0,0,0.19,,0,0,0,0,,,,,,,,,,,,
Alex Perry,WR,ILL,UAB,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Calvin Russell,WR,SYRACUSE,UNH,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Jayden Sellers,WR,SCAR,KENT,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Taz Williams,WR,BAY,AUB,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Alex Capka-Jones,WR,ILL,NW,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Artis Cole,WR,RICE,USF,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Frank Covey,WR,NORTHWESTERN,ILL,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Tar'Varish Dawson,WR,FLORIDAINTERNATIONAL,SAMHOU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Semaj Demps,WR,FLORIDAINTERNATIONAL,SAMHOU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Kader Diop,WR,NEWMEXICO,SDSU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Douglas Emilien,WR,KANSAS,UTAH,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Jay Fair,WR,USC,UCLA,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Chase Farrell,WR,NORTHWESTERN,ILL,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Nathaneal Floyd,WR,NEVADA,UNLV,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Liam Fortner,WR,ARMY,TXSA,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
William Fowles,WR,APPALACHIANSTATE,ARKST,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Preston Fox,WR,WVU,TTU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Zyell Griffin,WR,EMICH,WESTMI,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Jack Hestera,WR,COLO,KSU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Martel Hight,WR,VANDERBILT,TENN,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Daniel Jackson,WR,IOWASTATE,OKST,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Stephon Johnson,WR,HOU,BAY,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Zion Kearney,WR,OKLA,LSU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Camden Kruisenga,WR,CENTRALMICHIGAN,TOL,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Dedrick Latulas,WR,LOUISIANATECH,MOSTU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Jose Leon,WR,APPALACHIANSTATE,ARKST,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Juju Lewis,WR,FLORIDAINTERNATIONAL,SAMHOU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Terry Lockett,WR,EMICH,WESTMI,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Kenyon Massey,WR,MASSACHUSETTS,BGSU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Willie McCoy,WR,UTSA,ARMY,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Jayden McGowan,WR,UNCCHARLOTTE,TULN,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Isaiah McMorris,WR,MISSOURISTATE,LATECH,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Caleb Medford,WR,KANSASSTATE,CU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Mekhi Mews,WR,HOU,BAY,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Chuck Montgomery,WR,SOUTHERNMISS,TROY,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Justin Olson,WR,UNCCHARLOTTE,TULN,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Dane Pardridge,WR,RUTG,PSU,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Jeremiah Patterson,WR,ARIZONA,ASU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Jonathan Paylor,WR,NCST,UNC,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
Traylon Ray,WR,MISSISSIPPI,MSST,,0,,,,,,0,0,0,0,0,0,0.12,,0,0,0,0,,,,,,,,,,,,
Bredell Richardson,WR,CENTRALFLORIDA,BYU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Tre Roberson,WR,AIRFORCE,CSU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Cordale Russell,WR,MIAOH,BALLST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Qua Sanders,WR,BUFFALO,OHIO,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Brady Simmons,WR,MIAOH,BALLST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Tyrin Smith,WR,TEXASSTATE,USA,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Aviyon Smith-Mack,WR,SAMHOUSTON,FIU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Leyton Smithson,WR,WASHINGTONSTATE,ORST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Tyler Stewart,WR,TEMPLE,UNT,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Corey Thompson,WR,UTAHSTATE,BOISE,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Marcus Torres,WR,UTEP,DEL,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Jimmy Valsin,WR,ORST,WASHST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Dylan Williams,WR,JAMESMADISON,COASTC,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Devan Williams,WR,HOU,BAY,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
JR Wilson,WR,FLORIDAATLANTIC,ECU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Jaedon Wilson,WR,UCLA,USC,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Daidren Zipperer,WR,UTAH,KU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Thomas Zsiros,WR,TOLEDO,CMU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Dominique McKenzie,WR,SJST,CALPLY,,0,,,,,,0,0,0,0,0,0,0.12,,0,0,0,0,,,,,,,,,,,,
Jackson Grier,WR,APP,ECU,,0,,,,,,0,0,0,0,0,0,0.28,,0,0,0,0,,,,,,,,,,,,
A.J. Little,WR,SOUTHERNMISS,AUB,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Josiah Abdullah,WR,UVA,NOR,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Julian Allen,WR,UCONN,MD,,0,,,,,,0,0,0,0,0,0,0.17,,0,0,0,0,,,,,,,,,,,,
Phillip Bell,WR,OSU,TEX,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Andre Brown,WR,FLORIDAINTERNATIONAL,BUFF,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Cory Butler,WR,ARIZONASTATE,TEXAM,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Mana Carvalho,WR,UTAH,ARK,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Alijah Cason,WR,SAMHOUSTON,TLSA,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Brock Coffman,WR,KENTUCKY,ALA,,0,,,,,,0,0,0,0,0,0,0.07,,0,0,0,0,,,,,,,,,,,,
Craig Dandridge,WR,GEORGIA,WESTKY,,0,,,,,,0,0,0,0,0,0,0.18,,0,0,0,0,,,,,,,,,,,,
Joakim Dodson,WR,TENNESSEE,GT,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Quinn Fracassi,WR,EMICH,MSU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Kordell Gouldsby,WR,WESTERNMICHIGAN,MONM,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Caden Harris,WR,UTEP,TXSO,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Nik Henry,WR,UTEP,TXSO,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Chase Hinshaw,WR,CENTRALFLORIDA,PITT,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Trenton Jones,WR,TOLEDO,CENTCT,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Sterling Lockett,WR,KANSASSTATE,WASHST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Jordan Malau'ulu,WR,FRESNOSTATE,SACST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Antavious Murphy,WR,GEORGIASOUTHERN,CLEM,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Kyler Pearson,WR,EASTCAROLINA,APP,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Peyton Plott,WR,GEORGIASOUTHERN,CLEM,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Tae'Sean Robinson,WR,DELAWARE,VANDY,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Gerick Robinson,WR,NEVADA,MONTST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Eelijah Singleton,WR,SOUTHERNMISS,AUB,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Scoop Smith,WR,MIAOH,HOLYCR,,0,,,,,,0,0,0,0,0,0,0.09,,0,0,0,0,,,,,,,,,,,,
Zymear Smith,WR,MARYLAND,UCONN,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Braiden Stevens,WR,MINNESOTA,MSST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Isaiah Stone,WR,GEORGIASTATE,KENNST,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Parker Threatt,WR,SANDIEGOSTATE,UCLA,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Luke Watkins,WR,LOUISIANATECH,LSU,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Devin Whitlock,WR,PITT,UCF,,0,,,,,,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,
Toby Payne,TE,MRSH,PSU,,13.58,,,,,,0.05,0,0,0.44,53.34,5.33,0.5,,13.604,10.939,13.604,13.604,,,,,,,,,,,,
Hunter Tipton,TE,MEMP,UNLV,0,13.11,,,,,,0,0,0,0.53,54.8,4.35,0.36,,13.01,10.835,13.01,13.01,,,,,,,,,,,,
Dylan Wade,TE,CENTRALFLORIDA,BC,,12.98,,,,,,0,0,0,0.86,53.88,2.21,0.48,,12.758,11.653,12.758,12.758,,,,,,,,,,,,
Jeremiah Scoby,TE,BOWLINGGREEN,NEB,,12,,,,,,0,0.52,0.1,0.39,51.87,4.4,0.35,,11.979,9.779,11.979,11.979,,,,,,,,,,,,
Jamari Johnson,TE,ORE,BOISE,,11.96,,,,,,0,0,0,0.59,45.83,3.79,0.78,,11.913,10.018,11.913,11.913,,,,,,,,,,,,
Trey'Dez Green,TE,LSU,CLEM,,13.8674375,,,,,,0,0,0,0.52,63.624375,4.385,0.66,,13.8674375,11.6749375,13.8674375,13.8674375,,,,,,,,,,,,
DJ Vonnahme,TE,IOWA,NIU,,11.47,,,,,,0,0,0,0.46,51.19,3.49,0.38,,11.369,9.624,11.369,11.369,,,,,,,,,,,,
Benji Blackburn,TE,STNFRD,MIAFL,,11.4,,,,,,0,0,0,0.38,45.14,4.62,0.29,,11.414,9.104,11.414,11.414,,,,,,,,,,,,
Luke Reynolds,TE,VIRGINIATECH,VMI,,12.6,,,,,,0.04,3,0,0.33,51.5,4.93,0.48,,12.6,10.135,12.6,12.6,,,,,,,,,,,,
Darrin Fugitt,TE,APPALACHIANSTATE,MAINE,,11.16,,,,,,0,0,0,0.34,44.8,4.57,0.18,,11.09,8.805,11.09,11.09,,,,,,,,,,,,
Randy Pittman Jr.,TE,SMU,FSU,,11,,,,,,0.14,3,0,0.31,40.38,4.01,0.5,,11.048,9.043,11.048,11.048,,,,,,,,,,,,
Jelani Thurman,TE,UNC,EASTTN,,10.75,,,,,,0,0,0,0.47,45.59875,3.6,0.51,,10.979875,9.179875,10.979875,10.979875,,,,,,,,,,,,
Decker DeGraaf,TE,WASH,WASHST,,10.54,,,,,,0,0,0,0.36,43.09,3.98,0.43,,10.449,8.459,10.449,10.449,,,,,,,,,,,,
Keyan Burnett,TE,UNLV,MEMP,0,10.52,,,,,,,,,0.71,34.48,2.67,0.16,,10.378,9.043,10.378,10.378,,,,,,,,,,,,
Patrick Overmyer,TE,HOU,ORST,,10.06,,,,,,0.03,2,0,0.29,48.76125,3.396,0.37,,10.392125,8.694125,10.392125,10.392125,,,,,,,,,,,,
Javonte Vereen,TE,COLOST,WYO@COLOST,,9.97,,,,,,,,,0.42,40,3.45,0.62,,9.97,8.245,9.97,9.97,,,,,,,,,,,,
Jeremiah Hasley,TE,DUKE,TULN,,9.91,,,,,,0,0,0,0.56,43.1,2.7,0.54,,10.37,9.02,10.37,10.37,,,,,,,,,,,,
Willie Rodriguez,TE,KENTUCKY,YSU,,9.44,,,,,,0,0,0,0.21,34.5,4.04,0.33,,8.75,6.73,8.75,8.75,,,,,,,,,,,,
Hunter Andrews,TE,UTAH,IDAHO,,9.34,,,,,,0.42,16.99,0,0.23,21.13,1.63,0.41,,9.342,8.527,9.342,9.342,,,,,,,,,,,,
Caden Jensen,TE,LOUISIANALAFAYETTE,LAMAR,,9.08,,,,,,0,0,0,0.3,40.57,3.83,0.2,,9.687,7.772,9.687,9.687,,,,,,,,,,,,
Mason Mini,TE,CAL,UCLA,,9.07,,,,,,0.04,2,0,0.34,38.82,3.1,0.5,,9.462,7.912,9.462,9.462,,,,,,,,,,,,
Benjamin Brahmer,TE,PSU,MARSH,,9.05,,,,,,0.04,1,0.08,0.53,36.34,2.14,0.55,,9.294,8.224,9.294,9.294,,,,,,,,,,,,
Joshua Long,TE,EMICH,SACST,0,8.94,,,,,,0,0,0,0.2,31.5,4.6,0.2,,8.95,6.65,8.95,8.95,,,,,,,,,,,,
Matt Wagner,TE,BSU,ORE,,8.9,,,,,,0.05,0,0,0.31,36.59,3.37,0.5,,9.189,7.504,9.189,9.189,,,,,,,,,,,,
Kevin Roche Jr.,TE,GT,MERC,,8.86,,,,,,0.02,0,0,0.28,35.11,3.58,0.23,,8.891,7.101,8.891,8.891,,,,,,,,,,,,
Jayvontay Conner,TE,VANDERBILT,APSU,,8.71,,,,,,0.01,1.1,0.29,0.14,32.5,3.43,0.13,,7.69,5.975,7.69,7.69,,,,,,,,,,,,
Reis Kessel,TE,NDST,JAXST,0,8.69,,,,,,0,0,0,0.28,41.39,3.62,0.22,,9.439,7.629,9.439,9.439,,,,,,,,,,,,
Brody Foley,TE,LOU,MISS,,8.66,,,,,,0.29,2,0,0.4,30.92,1.91,0.24,,9.342,8.387,9.342,9.342,,,,,,,,,,,,
Jett Carpenter,TE,TXTECH,TXTECH@OREGST,,8.65,,,,,,,,,0.49,27.99,2.91,0.58,,8.649,7.194,8.649,8.649,,,,,,,,,,,,
DeCorion Temple,TE,ORST,HOU,,8.61,,,,,,0.05,0,0,0.26,34.06,3.58,0.5,,8.846,7.056,8.846,8.846,,,,,,,,,,,,
Brady Hunt,TE,SCAR,KENT,,8.58,,,,,,0.4,1.03,0.07,0.15,31.15,2.08,0.31,,8.598,7.558,8.598,8.598,,,,,,,,,,,,
Rocky Beers,TE,OKLA,UTEP,,8.57,,,,,,0.05,0,0,0.35,32.84,2.89,0.5,,8.574,7.129,8.574,8.574,,,,,,,,,,,,
Kari Ashley,TE,TCU,GRAM,,8.44,,,,,,0,0,0,0.32,30.32,3.43,0.18,,8.382,6.667,8.382,8.382,,,,,,,,,,,,
Cade Keith,TE,UNM,CMU,,8.41,,,,,,0.05,0,0,0.25,39.73,3.34,0.5,,9.113,7.443,9.113,9.113,,,,,,,,,,,,
James Resar,TE,FIU,USF,,8.35,,,,,,0,0,0,0.43,30.48,2.61,0.17,,8.238,6.933,8.238,8.238,,,,,,,,,,,,
Brady Clough,TE,BC,CIN,,8.11,,,,,,0,0,0,0.3,31.52,3.18,0.21,,8.132,6.542,8.132,8.132,,,,,,,,,,,,
Eric Olsen,TE,ORST,HOU,,8.09,,,,,,0,0,0,0.24,34.17,3.17,0.26,,8.027,6.442,8.027,8.027,,,,,,,,,,,,
Jayden Savoury,TE,MSU,TOL,,8.04,,,,,,0.05,0,0,0.27,32.35,3.16,0.5,,8.315,6.735,8.315,8.315,,,,,,,,,,,,
River Helms,TE,GEORGIASOUTHERN,CHSOU,,7.98,,,,,,0,0,0,0.29,37.35,2.67,0.31,,8.145,6.81,8.145,8.145,,,,,,,,,,,,
Grant Hollier,TE,GEORGIASTATE,NCAT,,7.89,,,,,,0,0,0,0.4,35.39,1.83,0.58,,7.769,6.854,7.769,7.769,,,,,,,,,,,,
Garrett Oakley,TE,KANSASSTATE,NICH,,7.69,,,,,,0,0,0,0.5,31.39,1.85,0.63,,7.989,7.064,7.989,7.989,,,,,,,,,,,,
Mark Bowman,TE,USC,SJST,,7.67,,,,,,0,0,0,0.26,34.02,3.36,0.5,,8.322,6.642,8.322,8.322,,,,,,,,,,,,
Cole Spence,TE,VANDERBILT,APSU,,7.63,,,,,,0,0,0,0.37,33.54,2.6,0.34,,8.174,6.874,8.174,8.174,,,,,,,,,,,,
Juice Vereen,TE,CSU,WYO,,7.34,,,,,,0.05,0,0,0.46,26.63,1.86,0.5,,7.583,6.653,7.583,7.583,,,,,,,,,,,,
Max Reese,TE,UNT,IND,,7.33,,,,,,0.07,3,0,0.28,31.52,2.39,0.5,,7.942,6.747,7.942,7.942,,,,,,,,,,,,
Jaleel Skinner,TE,LOU,MISS,,7.11,,,,,,0.05,0,0,0.24,26.61,2.69,0.5,,7.091,5.746,7.091,7.091,,,,,,,,,,,,
Eli Finley,TE,LOUISIANATECH,NWST,,7.09,,,,,,0,0,0,0.15,38.44,2.85,0.18,,7.594,6.169,7.594,7.594,,,,,,,,,,,,
Jordan Williams,TE,SACST,MSVL,,7.07,,,,,,0,0,0,0.26,26.99,2.8,0.3,,7.059,5.659,7.059,7.059,,,,,,,,,,,,
Jaden Platt,TE,ARKANSAS,NORTAL,,7.05,,,,,,0,0,0,0.32,30.42,2.46,0.26,,7.422,6.192,7.422,7.422,,,,,,,,,,,,
Terrance Carter Jr.,TE,TEXASTECH,ABICHR,,7.05,,,,,,0.04,1.21,0.08,0.15,35.17,2.88,0.43,,7.658,6.218,7.658,7.658,,,,,,,,,,,,
Walker Lyons,TE,BYU,UTAHTE,,7.03,,,,,,0,0,0,0.26,35.07,2.63,0.36,,7.697,6.382,7.697,7.697,,,,,,,,,,,,
Clint Walker,TE,BUFFALO,ALBANY,,6.98,,,,,,0,0,0,0.1,30.46,3.36,0.06,,7.006,5.326,7.006,7.006,,,,,,,,,,,,
Peter Clarke,TE,TEMPLE,URI,,6.98,,,,,,0,0,0,0.3,35.06,1.56,0.46,,6.866,6.086,6.866,6.866,,,,,,,,,,,,
Caleb Odom,TE,MISS,LOU,,6.84,,,,,,0.05,0,0,0.2,30.78571429,2.67,0.5,,7.248571429,5.913571429,7.248571429,7.248571429,,,,,,,,,,,,
Benjamin Blackburn,TE,STNFRD,HAWAII,0,6.84,,,,,,,,,0.17,34,2.45,0.15,,6.87,5.645,6.87,6.87,,,,,,,,,,,,
Tate Hoover,TE,BALLSTATE,OSU,,6.8,,,,,,0,0,0,0.21,23.58,3.2,0.5,,6.818,5.218,6.818,6.818,,,,,,,,,,,,
Brooks Johnson,TE,FAU,FLA,,6.62,,,,,,0.05,,,0.38,28.01,1.31,0.5,,6.691,6.036,6.691,6.691,,,,,,,,,,,,
Jake Wilson,TE,WYO,CSU,,6.54,,,,,,0.05,0,0,0.22,29.11,2.32,0.5,,6.851,5.691,6.851,6.851,,,,,,,,,,,,
Jacob Harris,TE,WIS,ND,,6.52,,,,,,0,0,0,0.48,23.35,1.39,0.16,,6.605,5.91,6.605,6.605,,,,,,,,,,,,
Max Hunt,TE,PITT,MIAOH,,6.42,,,,,,,,,0.22,24.91,2.56,0.22,,6.371,5.091,6.371,6.371,,,,,,,,,,,,
Eli Jacon-Duffy,TE,BOWLINGGREEN,TARLST,,6.4,,,,,,0,0.18,0.08,0.18,25.8,2.75,0.4,,6.428,5.053,6.428,6.428,,,,,,,,,,,,
Andrew Rappleyea,TE,PSU,MARSH,,6.35,,,,,,0.05,0,0,0.41,20.21,2.25,0.5,,7.031,5.906,7.031,7.031,,,,,,,,,,,,
Gabe Milbourn,TE,OREGST,OREGST@HOU,,6.29,,,,,,,,,0.21,34,2.36,0.27,,7.02,5.84,7.02,7.02,,,,,,,,,,,,
Wyatt Sullivan,TE,USF,FIU,,6.08,,,,,,0.05,0,0,0.22,25.58,2.16,0.5,,6.338,5.258,6.338,6.338,,,,,,,,,,,,
Brett Norfleet,TE,MISSOURI,ARKPB,,6.03,,,,,,0,0,0,0.33,23.17,2.25,0.5,,6.547,5.422,6.547,6.547,,,,,,,,,,,,
Terik Mulder,TE,KENT,SCAR,,5.99,,,,,,0.05,0,0,0.26,27.57,1.79,0.5,,6.407,5.512,6.407,6.407,,,,,,,,,,,,
Tripp Walsh,TE,UNM,CMU,,5.98,,,,,,0,0,0,0.23,22.44,2.34,0.25,,5.964,4.794,5.964,5.964,,,,,,,,,,,,
Daunte Bacheyie,TE,SYR,,,5.96,,,,,,0.01,,,0.14,30.5,2.41,0.15,,6.36,5.155,6.36,6.36,,,,,,,,,,,,
Josiah Thomas,TE,NMEXST,FSU,0,5.92,,,,,,,,,0.18,31.99,2.37,0.04,,6.649,5.464,6.649,6.649,,,,,,,,,,,,
Dorian Fleming,TE,MARYLAND,HAMP,,5.8,,,,,,0,0,0,0.22,27.48,1.98,0.33,,6.048,5.058,6.048,6.048,,,,,,,,,,,,
Kaleb Edwards,TE,ALA,ECU,,5.51,,,,,,0,0,0,0.18,17.086,2.01,0.27,,4.7986,3.7936,4.7986,4.7986,,,,,,,,,,,,
Elijah Sessoms,TE,DELAWARE,MERRIM,,5.48,,,,,,0,0,0,0.31,22.49,1.37,0.15,,5.479,4.794,5.479,5.479,,,,,,,,,,,,
Luke Lindenmeyer,TE,NEB,OHIO,,5.44,,,,,,0,0,0,0.16,23.52,2.08,0.28,,5.392,4.352,5.392,5.392,,,,,,,,,,,,
Jeron Askren,TE,MISSOURISTATE,TEXAM,,5.43,,,,,,0,0,0,0.3,24.61,0.69,0.5,,4.951,4.606,4.951,4.951,,,,,,,,,,,,
Jake Johnson,TE,AUB,BAY,,5.42,,,,,,0.05,0,0,0.14,20.99,2.21,0.5,,5.449,4.344,5.449,5.449,,,,,,,,,,,,
Landen Thomas,TE,FSU,,,5.41,,,,,,0.05,,,0.45,10.5,1.36,0.5,,5.41,4.73,5.41,5.41,,,,,,,,,,,,
