Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Passing TDs,Rushing Yards,Receiving Yards,Passing Yards,Rush+Rec Yards,Anytime TD,Passing Attempts,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE)
Trent Mosley,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",5900,44009564,12.02,13.04,2.04,17.7,,,44.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,FRES @ USC,Fresno St @ USC,Los Angeles Memorial Coliseum,outdoor,FOX,9/4/2026
Mason McKenzie,QB,BC,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",6100,43974260,12.24,12.97,2.01,18.3,0.5,19.5,,160,,,28,,https://dkn.gs/sports/images/cfb/teams/50/7692.png,n/a,BC @ CIN,BC @ Cincinnati,Nippert Stadium,outdoor,FOX,9/5/2026
DeAndre Moore Jr.,WR,COL,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4600,43973693,12.72,12.89,2.76,13.8,,,46.5,,,,,8.25,https://dkn.gs/sports/images/cfb/teams/50/7762.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
DeAndre Moore Jr.,WR,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4600,43997541,12.72,12.89,2.76,13.8,,,46.5,,,,,8.25,https://dkn.gs/sports/images/cfb/teams/50/7762.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Caden High,CPT,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),8100,44009914,9.92,12.8,1.22,24.3,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jerry McClure,CPT,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),11400,44009178,7.29,12.67,0.64,34.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Tanook Hines,WR,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",5500,44006686,11.52,12.42,2.09,16.5,,,36,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,FRES @ USC,Fresno St @ USC,Los Angeles Memorial Coliseum,outdoor,FOX,9/4/2026
Tanook Hines,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",5500,44009507,11.52,12.42,2.09,16.5,,,36,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,FRES @ USC,Fresno St @ USC,Los Angeles Memorial Coliseum,outdoor,FOX,9/4/2026
Jordan Allen,CPT,GT,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),6600,43999385,10.64,12.11,1.61,19.8,,,31,,,,,8.5,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Davis Warren,CPT,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),12000,44009900,7.38,11.96,0.62,36,1.5,,,143,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Joseph Williams,WR,COL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),7800,43999296,9.68,11.87,1.24,23.4,,,28.5,,,,,9,https://dkn.gs/sports/images/cfb/teams/50/7762.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jordan Anderson,CPT,IL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),8100,43999084,8.64,11.77,1.07,24.3,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Harold Mack,CPT,EMU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),9300,44009181,7.28,11.4,0.78,27.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7997.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Caden High,WR,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),5400,44009837,9.92,11.18,1.84,16.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jordan Allen,WR,GT,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4600,43973690,10.64,11.15,2.31,13.8,,,31,,,,,8.5,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jordan Allen,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4600,43997753,10.64,11.15,2.31,13.8,,,31,,,,,8.5,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jordan Allen,WR,GT,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),4400,43999311,10.64,11.05,2.42,13.2,,,31,,,,,8.5,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Braydon Bennett,CPT,EMU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),10800,44009179,5.62,10.98,0.52,32.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7997.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Joseph Williams,WR,COL,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",5700,43973672,9.68,10.87,1.7,17.1,,,28.5,,,,,9,https://dkn.gs/sports/images/cfb/teams/50/7762.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Joseph Williams,WR,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",5700,43997633,9.68,10.87,1.7,17.1,,,28.5,,,,,9,https://dkn.gs/sports/images/cfb/teams/50/7762.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jabari Bates,RB,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),8000,44009105,7.42,10.74,0.93,24,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Darian Mensah,CPT,MIA,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),17700,44009894,0,10.62,0,53.1,1.5,,,217.5,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Caden High,WR,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4200,44006716,9.92,10.46,2.36,12.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Caden High,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4200,44009428,9.92,10.46,2.36,12.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jerry McClure,WR,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),7600,44009106,7.29,10.39,0.96,22.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Anthony Ivey,CPT,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),5100,44009201,9.13,10.36,1.79,15.3,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Braden Atkinson,QB,ORST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",5400,43974276,9.28,10.25,1.72,16.2,0.5,,,165.5,,,29.5,,https://dkn.gs/sports/images/cfb/teams/50/8069.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Jordan Anderson,RB,IL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),5400,43999004,8.64,10.15,1.6,16.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Davis Warren,QB,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),8000,44009823,7.38,10.04,0.92,24,1.5,,,143,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jordan Anderson,CPT,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),4800,44009202,8.64,9.79,1.8,14.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Benji Blackburn,CPT,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),6600,44009919,7.48,9.7,1.13,19.8,,,26,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Ben Black III,WR,RU,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4700,43973687,8.57,9.57,1.82,14.1,,,39.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7721.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Harold Mack,WR,EMU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),6200,44009109,7.28,9.54,1.17,18.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7997.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jordan Anderson,RB,IL,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",4300,43973522,8.64,9.49,2.01,12.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jordan Anderson,RB,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4300,43997476,8.64,9.49,2.01,12.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Mark Fletcher Jr.,CPT,MIA,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),15600,44009895,0,9.36,0,46.8,,66,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Anthony Ivey,WR,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),3400,44009129,9.13,9.34,2.68,10.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
John Alan Richter,CPT,TOL,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),15300,44009747,0,9.18,0,45.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Ryder Burton,CPT,UAB,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),15000,43999069,0,9,0,45,0.5,,,163.5,,,31.5,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,n/a,UAB @ ILL,UAB @ Illinois,"Gies Memorial Stadium (Champaign, IL)",outdoor,BTN,9/3/2026
Luke Nickel,CPT,MIA,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),15000,44009896,0,9,0,45,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Steele Pizzella,CPT,WAKE,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 7:00PM (AKR @ WAKE),15000,43999221,0,9,0,45,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7686.png,,,,,,,9/3/2026
Davis Warren,QB,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",5500,44006423,7.38,8.84,1.34,16.5,1.5,,,143,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Davis Warren,QB,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",5500,44009248,7.38,8.84,1.34,16.5,1.5,,,143,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jordan Anderson,WR,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),3200,44009130,8.64,8.83,2.7,9.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Carson Boyd,CPT,IL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),14700,43999070,0,8.82,0,44.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Braydon Bennett,RB,EMU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),7200,44009107,5.62,8.82,0.78,21.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7997.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Nico Brown,CPT,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),5100,44009924,7.18,8.8,1.41,15.3,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Joey Mattord,CPT,EMU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),10200,44009180,3.24,8.71,0.32,30.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7997.png,,,,,,,9/4/2026
Isaiah Carlson,CPT,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),8700,44009188,4.27,8.64,0.49,26.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Benji Blackburn,WR,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),4400,44009842,7.48,8.51,1.7,13.2,,,26,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Malachi Toney,CPT,MIA,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),14100,44009897,0,8.46,0,42.3,,6.5,62,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,MIA @ STAN,Miami (FL) @ Stanford,Stanford Stadium,outdoor,ESPN,9/4/2026
Jace Stuckey,CPT,EMU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),14100,44009173,0,8.46,0,42.3,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7997.png,,,,,,,9/4/2026
Cam Fancher,CPT,MSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),14100,44009748,0,8.46,0,42.3,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Jordan Gant,CPT,AKR,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 7:00PM (AKR @ WAKE),13800,43999223,0,8.28,0,41.4,,41,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7976.png,12/30/1899,AKR @ WAKE,Akron @ Wake Forest,Allegacy Federal Credit Union Stadium,outdoor,ACC Network,9/3/2026
Mark Bowman,WR,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4100,44006725,7.38,8.26,1.8,12.3,,,22.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,FRES @ USC,Fresno St @ USC,Los Angeles Memorial Coliseum,outdoor,FOX,9/4/2026
Mark Bowman,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4100,44009575,7.38,8.26,1.8,12.3,,,22.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,FRES @ USC,Fresno St @ USC,Los Angeles Memorial Coliseum,outdoor,FOX,9/4/2026
JonAnthony Hall,WR,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3200,44006806,7.97,8.26,2.49,9.6,,,21,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
JonAnthony Hall,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3200,44009475,7.97,8.26,2.49,9.6,,,21,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Benji Blackburn,WR,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3900,44006737,7.48,8.24,1.92,11.7,,,26,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Benji Blackburn,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3900,44009389,7.48,8.24,1.92,11.7,,,26,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
CJ Miller,CPT,TOL,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),13500,44009749,0,8.1,0,40.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
JonAnthony Hall,CPT,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),2700,44009928,7.97,7.99,2.95,8.1,,,21,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Reese Poffenbarger,CPT,AKR,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 7:00PM (AKR @ WAKE),13200,43999224,0,7.92,0,39.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7976.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Nico Brown,WR,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3500,44006767,7.18,7.84,2.05,10.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Nico Brown,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3500,44009278,7.18,7.84,2.05,10.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Kayden Dixon-Wyatt,WR,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3900,44006734,6.93,7.79,1.78,11.7,,,14.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Kayden Dixon-Wyatt,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3900,44009572,6.93,7.79,1.78,11.7,,,14.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Nico Brown,WR,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),3400,44009847,7.18,7.78,2.11,10.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Grady Adamson,CPT,GT,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),12900,43999367,0,7.74,0,38.7,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Aidan Laughery,CPT,IL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),12900,43999072,0,7.74,0,38.7,,51.5,3.5,,74.5,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,UAB @ ILL,UAB @ Illinois,"Gies Memorial Stadium (Champaign, IL)",outdoor,BTN,9/3/2026
Cooper Barkate,CPT,MIA,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),12900,44009898,0,7.74,0,38.7,,,52,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Amareon Blue,CPT,EMU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),12900,44009175,0,7.74,0,38.7,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7997.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Khamoni Robinson,CPT,TOL,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),12900,44009750,0,7.74,0,38.7,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,,,,,,,9/4/2026
Corey Simms,WR,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3500,44006764,7.09,7.7,2.03,10.5,,,14.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Corey Simms,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3500,44009454,7.09,7.7,2.03,10.5,,,14.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Sedrick Irvin,CPT,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),9600,44009903,2.28,7.58,0.24,28.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Daniel Rolovich,CPT,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),12600,44009176,0,7.56,0,37.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,,,,,,,9/4/2026
Cam Edwards,CPT,MSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),12600,44009751,0,7.56,0,37.8,,49.5,,,,,,14.95,https://dkn.gs/sports/images/cfb/teams/50/7850.png,n/a,TOL @ MSU,Toledo @ Michigan St,Spartan Stadium,outdoor,Fox Sports 1,9/4/2026
JonAnthony Hall,WR,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),1800,44009851,7.97,7.51,4.43,5.4,,,21,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Nate Rogers,CPT,UAB,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),12300,43999073,0,7.38,0,36.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Zacharyus Williams,WR,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3300,44006785,6.59,7.25,2,9.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Zacharyus Williams,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3300,44009392,6.59,7.25,2,9.9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Isaac Wilson,CPT,COL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),12000,43999369,0,7.2,0,36,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Rod Robinson II,CPT,UAB,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),12000,43999074,0,7.2,0,36,,28.5,1.5,,35.5,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,n/a,UAB @ ILL,UAB @ Illinois,"Gies Memorial Stadium (Champaign, IL)",outdoor,BTN,9/3/2026
Sawyer Seidl,CPT,WAKE,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 7:00PM (AKR @ WAKE),12000,43999225,0,7.2,0,36,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7686.png,,,,,,,9/3/2026
Darian Mensah,QB,MIA,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),11800,44009817,0,7.08,0,35.4,1.5,,,217.5,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Isaiah Carlson,RB,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),5800,44009116,4.27,6.9,0.74,17.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Malachi Hosley,CPT,GT,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),11400,43999371,0,6.84,0,34.2,,30.5,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Marvis Parrish,CPT,MSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),11400,44009752,0,6.84,0,34.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Carter Shaw,WR,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3000,44007091,6.25,6.8,2.08,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Carter Shaw,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009314,6.25,6.8,2.08,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
