Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Passing TDs,Rushing Yards,Receiving Yards,Passing Yards,Rush+Rec Yards,Anytime TD,Passing Attempts,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE)
Zayne DeSouza,WR,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997777,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Christian Ward,WR,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997785,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Alex Ward,WR,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997788,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Ben Gula,WR,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997791,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Kenyon Alston,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997794,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Nas Rankin,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997799,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jacob Eberhart,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997802,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Landen Von Seggern,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997811,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Leslie Mosley Jr.,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997814,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Jacob Harvey,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997817,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Will Vala III,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997820,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Darnell Collins,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997823,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Kentrell Davis,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997828,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
J.J. Winston,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997831,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Nate Agyemang,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997834,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Brogan McNab,WR,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997837,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
BJ Thurman,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997846,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Wills Campbell,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997849,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Jack Richerson,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997852,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Rocco Xerogeanes,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997855,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Coi Jean-Noel,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997858,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Nate Cichy,WR,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997863,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Bradley Wainwright,WR,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997866,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Braden Teague,WR,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997869,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Jayden Skelton,WR,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997872,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Jacob Swain,WR,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997884,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Braedon Brenner,WR,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997890,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Vili Haapasalo,WR,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3000,43997893,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
David Pantelis,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009250,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Jack Nickel,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009256,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Carson Tabaracci,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009259,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Darrian Anderson,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009269,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Vandrevius Jacobs,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009284,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jackson Carver,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009287,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Tyler Kuo,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009326,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Riply Luna,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009329,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Kolby Luna,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009335,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Chico Holt,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009338,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Owen Ruskavich,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009343,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Brendan Cook,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009346,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Cole McConathy II,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009357,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Jordan Malau'ulu,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009363,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Jaylen Garrison,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009368,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Marcus Brown,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009380,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Owen van Loben Sels,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009383,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Aiden Black,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009386,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Jace Nixon,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009398,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Walter Matthews,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009401,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Seth Zamora,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009404,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Nick Thomas,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009413,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Brennan Burton,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009419,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Dylan Reiman,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009422,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Hunter Carver,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009425,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Luka Gilbert,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009451,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Jayon Farrar,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009463,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Gavin Correia,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009466,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Liam Thorpe,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009472,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Reiman Zebert,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009478,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Zach Giuliano,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009481,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Keynan Cotton,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009492,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Isaiah Dillon,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009495,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Ryan Lewis,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009498,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Sebastien Boydell,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009501,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Malakai Sumter,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009504,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Fisher Melton,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009510,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Cameron Sermons,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009513,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Romero Ison,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009516,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Maxwell Young,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009523,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Bryce McDaniel,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009529,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Dallas Gaius-Anyaegbu,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009532,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Tyler Becker,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009535,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Somourian Wingo,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009543,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Vance Spafford,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009546,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Israel Briggs,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009549,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Milan Parris,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009552,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Tyran Evans,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009558,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Luc Weaver,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009581,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Tron Baker,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009584,0,1.8,0,9,,,14.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Josiah Jefferson,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009589,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Robert Lucero,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009597,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Sylas Austin,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009600,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Brayden Ford,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009603,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Zane Gerbo,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009606,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Zion Robinson,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009612,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Langdon Horace,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009619,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Daylen Sharper,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009622,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Jacob Butler,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009627,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Marcus Monroe,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009630,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Patrick O'Brien,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009638,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Marcus Sung,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009641,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Luke Degner,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009644,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Ethan Feaster,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009647,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Manoah Leiato,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009658,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Grant Woods,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009661,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Roderick Tezeno,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009664,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Griffin Brahm,WR,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3000,44009667,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Cody Hall,CPT,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),3000,44009206,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,,,,,,,9/4/2026
Jacob Newell,CPT,TOL,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),3000,44009776,0,1.8,0,9,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,,,,,,,9/4/2026
Zach Atkins,WR,COL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),2800,43999317,0,1.68,0,8.4,,,12.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,12/30/1899,COLO @ GT,Colorado @ GA Tech,Bobby Dodd Stadium at Hyundai Field,outdoor,ESPN,9/3/2026
Christian Abney,WR,IL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),2800,43999012,0,1.68,0,8.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Cooper Hoch,WR,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),2800,44009131,0,1.68,0,8.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Chris Davis Jr.,CPT,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),1500,44009933,0.92,1.64,0.61,4.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Kam Perry,CPT,COL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),2700,43999392,0,1.62,0,8.1,,,21.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,12/30/1899,COLO @ GT,Colorado @ GA Tech,Bobby Dodd Stadium at Hyundai Field,outdoor,ESPN,9/3/2026
Kaden Feagin,CPT,IL,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),2700,43999094,0,1.62,0,8.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jayden Savoury,CPT,MSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),2700,44009777,0,1.62,0,8.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Daylyn Upshaw,WR,MIA,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),2600,44009849,0,1.56,0,7.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Anthony Simpson,WR,TOL,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),2600,44009703,0,1.56,0,7.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Miles Burris,WR,AKR,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 7:00PM (AKR @ WAKE),2400,43999175,0,1.44,0,7.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7976.png,,,,,,,9/3/2026
Charles Taplin,WR,MSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),2400,44009704,0,1.44,0,7.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Cameron Monteiro,CPT,AKR,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 7:00PM (AKR @ WAKE),2400,43999247,0,1.44,0,7.2,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7976.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Chris Davis Jr.,RB,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),1000,44009856,0.92,1.34,0.92,3,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
CJ Smith,WR,UAB,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 9:00PM (UAB @ IL),2200,43999013,0,1.32,0,6.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jordan Onovughe,WR,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),2200,44009850,0,1.32,0,6.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Dominique McKenzie,WR,SJSU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),2200,44009133,0,1.32,0,6.6,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7962.png,,,,,,,9/4/2026
Debron Gatling,CPT,GT,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),2100,43999393,0,1.26,0,6.3,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
